district_real,recommended_crop,target_encoded,soil_ph,nitrogen,phosphorus,potassium,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,altitude_m,soil_ph_scaled,nitrogen_scaled,phosphorus_scaled,potassium_scaled,annual_rainfall_mm_scaled,avg_temperature_C_scaled,avg_humidity_pct_scaled,altitude_m_scaled
Nyaruguru,irish_potato,2,6.13,0.399,0.12,0.295,520.2,18.92,75.8,1530,0.20990620540277885,0.26155758849922983,-0.016884138447511597,-0.3036252637686534,-2.1456035606500112,-1.107050809479497,0.09535779536889928,0.14549260880003348
Nyarugenge,maize,3,6.08,0.196,0.091,0.036,1017.7,20.24,79.2,1510,0.1264964921009194,-0.9054749051805528,-0.45153902245894856,-1.5468152668067146,0.6543011847252711,-0.6309211609633621,0.47507796335325386,0.0457000781393218
Nyarugenge,irish_potato,2,5.52,0.341,0.006,0.8,933.0,21.32,81.6,1380,-0.8076922968799105,-0.0718802668378509,-1.725527475595919,2.120355244085481,0.17761388435685596,-0.2413605394501591,0.7431157289892675,-0.6029513711553041
Nyarugenge,cassava,1,5.47,0.497,0.025,0.436,814.2,23.66,82.9,1442,-0.89110201018177,0.8249525854480902,-1.4407535860711842,0.3731692938698278,-0.4909864849910504,0.602687473828446,0.88830285204211,-0.29359452610709785
Nyarugenge,irish_potato,2,5.71,0.102,0.104,0.224,861.4,24.51,84.0,1349,-0.49073538633284286,-1.4458741879682355,-0.25669372962623543,-0.6444225232887395,-0.22534728100770743,0.909286111130504,1.0111534946252827,-0.7576297936794071
Huye,rice,4,6.06,0.472,0.049,0.564,941.9,23.33,57.7,1729,0.09313260678017472,0.6812293719407277,-1.0810391993030986,0.987564353286321,0.2277026325655795,0.48365506169941125,-1.9260936871360432,1.1384282888741146
Muhanga,cassava,1,5.87,0.317,0.286,0.58,900.3,24.48,69.7,1658,-0.22382430376689147,-0.2098545518049189,2.4711403700317485,1.0643637357133828,-0.006420055690926678,0.8984649827551368,-0.5859048589559704,0.7841648050285881
Muhanga,irish_potato,2,7.07,0.072,0.117,0.646,841.6,20.54,79.8,1683,1.7780088154777427,-1.6183420441770704,-0.06184843679352215,1.3811611882250125,-0.33678067589902494,-0.5227098772096945,0.5420874047622569,0.9089054683544777
Ngororero,rice,4,6.0,0.13,0.106,0.279,1253.2,25.94,61.3,1497,-0.006959049182056315,-1.2849041888399897,-0.22671753072889494,-0.3804246461957149,1.9796832300235203,1.425093230356318,-1.524037038682022,-0.01916506679014078
Nyarugenge,rice,4,6.33,0.184,0.189,0.469,812.6,21.96,82.7,1482,0.5435450586102181,-0.9744620476640868,1.017294723510735,0.5315680201256424,-0.49999120377014694,-0.010509800775668602,0.8659663715724417,-0.09400946478567453
Nyagatare,rice,4,6.95,0.757,0.136,0.414,1054.9,20.14,83.1,1284,1.577825503553279,2.319674005924659,0.22292545273121248,0.26757014303261784,0.8636608963392624,-0.6669915888812504,0.9106393325117765,-1.08195551832672
Ngororero,irish_potato,2,4.92,0.492,0.099,0.283,765.7,18.3,74.0,1580,-1.808608856502227,0.7962079427466178,-0.33163422686958655,-0.36122480058894973,-0.7639420229824097,-1.33068746257041,-0.10567052885811132,0.39497393545181264
Nyarugenge,maize,3,5.88,0.196,0.177,0.054,691.5,22.33,66.9,1487,-0.20714236110651987,-0.9054749051805528,0.8374375301266921,-1.46041596157627,-1.1815358563630047,0.12295078252052018,-0.8986155855313204,-0.06906133212049662
Musanze,beans,0,5.87,0.38,0.239,0.104,938.5,24.79,70.1,1709,-0.22382430376689147,0.15232794623363433,1.766699695944247,-1.2204178914917023,0.20856760515999978,1.0102833093005925,-0.5412318980166356,1.038635758213403
Nyarugenge,irish_potato,2,5.51,0.191,0.137,0.052,962.7,22.0,83.0,1526,-0.8243742395402821,-0.9342195478820253,0.23791355217988272,-1.4700158843796527,0.34476397669383285,0.0039183703914867345,0.8994710922769432,0.12553410266789114
Musanze,cassava,1,6.63,0.184,0.127,0.545,1239.6,21.0,64.9,1834,1.0440033384213763,-0.9744620476640868,0.08803255769318018,0.8963650866541857,1.9031431204012004,-0.35678590878740435,-1.1219803902279992,1.6623390748428508
Muhanga,cassava,1,5.39,0.236,0.107,0.292,968.2,27.78,84.1,1562,-1.0245575514647458,-0.6755177635687731,-0.2117294312802247,-0.3180251479737275,0.3757176974969767,2.0887891040454774,1.022321734860116,0.3051606578571721
Gisagara,cassava,1,6.53,0.232,0.233,0.495,383.1,23.81,86.2,1471,0.8771839118176574,-0.698513477729951,1.6767710992522258,0.6563670165696177,-2.917195401033833,0.6567931157052791,1.2568547797916296,-0.14889535664906595
Gicumbi,cassava,1,6.46,0.228,0.086,0.653,1105.2,21.06,69.2,1804,0.7604103131950533,-0.721509191891129,-0.5264795197022998,1.414760918036852,1.1467467429571048,-0.33514365203667135,-0.6417460601301401,1.5126502788517833
Muhanga,irish_potato,2,6.43,0.051,0.082,0.872,810.9,19.06,77.6,1671,0.710364485213937,-1.7390695435232548,-0.5864319174969806,2.465952465007259,-0.5095587174729371,-1.0565522103944536,0.2963861195959099,0.8490299499580507
Kicukiro,irish_potato,2,6.91,0.896,0.095,0.39,788.5,27.94,75.1,1399,1.5110977329117912,3.1187750730255943,-0.3915866246642675,0.1523710693920255,-0.6356247803802864,2.1465017887141,0.017180113725061386,-0.508148467027628
Gicumbi,rice,4,6.63,0.456,0.165,0.052,1181.9,21.83,69.4,1863,1.0440033384213763,0.589246515296016,0.6575803367426495,-1.4700158843796527,1.578410449430038,-0.057401357068925365,-0.6194095796604719,1.8070382443008828
Nyarugenge,rice,4,5.04,0.662,0.198,0.427,1062.4,23.35,69.0,1397,-1.6084255445777633,1.7735257945966822,1.1521876185487674,0.32996964125460554,0.9058705156162766,0.4908691472829902,-0.6640825405998083,-0.5181277200936991
Kicukiro,cassava,1,5.99,0.357,0.005,0.02,1342.6,19.71,91.6,1316,-0.02364099184242791,0.0201025898068608,-1.740515575044589,-1.623614649233776,2.4828218918055303,-0.8220944289281735,1.8599397524726615,-0.9222874692695814
Nyamagabe,rice,4,5.62,0.132,0.129,0.152,627.1,24.13,63.2,1439,-0.6408728702761902,-1.2734063317594007,0.1180087565905207,-0.9900197442105172,-1.5439757872216342,0.7722184850425243,-1.3118404742201766,-0.3085634057062046
Gisagara,maize,3,5.74,0.32,0.1,0.029,676.3,16.71,75.5,1635,-0.44068955835172663,-0.1926077661840354,-0.31664612742091625,-1.5804149966185537,-1.2670806847644207,-1.9042072664648468,0.06185307466439778,0.6694033947687698
Gisagara,irish_potato,2,6.15,0.295,0.068,0.649,899.1,21.42,85.4,1451,0.2432700907235235,-0.3363309796913979,-0.796265309778364,1.3955610724300866,-0.013173594775248583,-0.20529011153226948,1.1675088579129584,-0.24868788730977762
Kicukiro,cassava,1,5.19,0.143,0.273,0.533,708.4,24.07,65.3,1447,-1.3581964046721835,-1.2101681178161612,2.276295077199036,0.8387655498338894,-1.0864235142587992,0.7505762282917914,-1.0773074292886644,-0.26864639344191993
Rutsiro,rice,4,5.69,0.239,0.283,0.375,938.1,22.2,74.6,1297,-0.524099271653586,-0.6582709779478897,2.4261760716857377,0.0803716483666551,0.20631642546522583,0.07605922622726469,-0.03866108744910831,-1.0170903733972574
Gicumbi,irish_potato,2,6.61,0.304,0.111,0.059,940.7,26.8,80.4,1905,1.010639453100633,-0.2845906228287474,-0.15177703348554367,-1.4364161545678131,0.22094909348125757,1.7352989104501642,0.6090968461712615,2.016602558688377
Nyagatare,beans,0,5.39,0.481,0.15,0.233,555.4,23.22,61.8,1177,-1.0245575514647458,0.7329697288033783,0.4327588450125956,-0.6012228706735173,-1.9474997475098912,0.44397759098973344,-1.4681958375078523,-1.6158455573615274
Nyaruguru,irish_potato,2,5.08,0.685,0.121,0.348,957.3,23.54,58.4,1630,-1.5416977739362754,1.9057511510234557,-0.0018960389988413428,-0.04922730947901161,0.31437305081438205,0.5594029603269787,-1.8479160054922061,0.6444552621035918
Nyarugenge,cassava,1,5.98,0.249,0.065,0.771,974.9,22.34,65.9,1470,-0.0403229345027995,-0.6007816925449446,-0.8412296081243748,1.981156363436432,0.41342495738444246,0.12655782531230964,-1.0102979878796599,-0.15388498318210153
Nyarugenge,irish_potato,2,5.8,0.273,0.121,0.579,1241.6,19.34,70.9,1479,-0.34059790238949555,-0.46280740757787664,-0.0018960389988413428,1.0595637743116915,1.9143990188750708,-0.9555550122243636,-0.45188597613796283,-0.10897834438478128
Nyaruguru,irish_potato,2,5.42,0.23,0.187,0.576,703.3,22.97,69.7,1560,-0.9745117234836295,-0.71001133481054,0.9873185246133946,1.0451638901066174,-1.1151260553671691,0.3538015211950107,-0.5859048589559704,0.29518140479110094
Huye,rice,4,6.97,0.431,0.075,0.084,709.7,18.34,76.6,1609,1.6111893888740223,0.4455233017886535,-0.6913486136376724,-1.3164171195255292,-1.079107180250783,-1.3162592914032547,0.18470371724757048,0.5396731049098445
Huye,irish_potato,2,5.52,0.362,0.094,0.421,966.9,29.07,73.5,1694,-0.8076922968799105,0.0488472325083333,-0.40657472411293777,0.3011698728444574,0.3684013634889605,2.5540976241862468,-0.161511730032281,0.9637913602178692
Nyarugenge,irish_potato,2,6.46,0.088,0.11,0.288,818.4,19.57,67.4,1354,0.7604103131950533,-1.5263591875323586,-0.16676513293421394,-0.3372249935804929,-0.4673490981959228,-0.8725930280132185,-0.8427743843571507,-0.7326816610142292
Gisagara,beans,0,5.53,0.533,0.051,0.258,1009.6,23.71,67.9,1586,-0.7910103542195375,1.0319140128986923,-1.0510630004057582,-0.48122383563123344,0.6087147959060956,0.6207226877873908,-0.786933183182981,0.42491169465002615
Nyarugenge,irish_potato,2,5.89,0.321,0.18,0.28,511.6,26.75,75.0,1367,-0.19046041844614828,-0.18685883764374092,0.8824018284727029,-0.37562468479402356,-2.1940039240876543,1.7172636964912193,0.006011873490228081,-0.6678165160847666
Nyamagabe,irish_potato,2,6.49,0.365,0.116,0.646,843.4,20.31,80.7,1572,0.8104561411761695,0.06609401812921681,-0.0768365362421924,1.3811611882250125,-0.32665036727254176,-0.6056718614208396,0.642601566875763,0.35505692318752796
Nyarugenge,rice,4,6.51,0.34,0.097,0.277,1161.7,22.33,76.5,1498,0.8438200264969127,-0.07762919537814539,-0.36161042576692703,-0.3900245689990976,1.4647258748439458,0.12295078252052018,0.17353547701273717,-0.0141754402571052
Gakenke,irish_potato,2,5.68,0.02,0.086,0.167,572.6,17.24,58.2,1858,-0.5407812143139591,-1.917286328272384,-0.5264795197022998,-0.9180203231851468,-1.8506990206346048,-1.7130339985000353,-1.8702524859618734,1.7820901116357049
Bugesera,irish_potato,2,6.24,0.464,0.135,0.477,757.2,17.22,70.7,1268,0.3934075746668708,0.635237943618372,0.2079373532825422,0.5699677113391732,-0.8117795914963591,-1.720248084083613,-0.474222456607631,-1.1617895428552893
Nyarugenge,cassava,1,6.26,0.353,0.095,0.239,911.1,22.71,67.7,1469,0.426771459987614,-0.0028931243543172036,-0.3915866246642675,-0.5724231022633692,0.05436179606797431,0.26001840860849973,-0.8092696636526492,-0.15887460971513712
Bugesera,cassava,1,6.0,0.159,0.095,0.221,1046.8,24.25,85.2,1202,-0.006959049182056315,-1.1181852611714493,-0.3915866246642675,-0.6588224074938136,0.8180745075200861,0.8155029985439917,1.1451723774432903,-1.491104894035638
Bugesera,cassava,1,5.9,0.397,0.08,0.101,895.9,23.21,67.3,1262,-0.1737784757857752,0.25005973141864085,-0.6164081163943211,-1.2348177756967762,-0.03118303233344161,0.44037054819794524,-0.8539426245919856,-1.1917273020535029
Gatsibo,cassava,1,5.93,0.189,0.115,0.02,826.0,21.25,69.7,1054,-0.12373264780466042,-0.9457174049626144,-0.09182463569086266,-1.623614649233776,-0.4245766839952148,-0.2666098389926816,-0.5859048589559704,-2.229569620924904
Gisagara,cassava,1,6.53,0.509,0.01,0.355,962.5,24.93,66.2,1520,0.8771839118176574,0.8939397279316242,-1.6655750778012381,-0.015627579667172098,0.3436383868464456,1.0607819083856376,-0.9767932671751584,0.09559634346967763
Muhanga,maize,3,6.26,0.364,0.048,0.061,710.7,24.05,74.4,1575,0.426771459987614,0.060345089588922304,-1.096027298751769,-1.4268162317644304,-1.073479231013848,0.7433621427082137,-0.06099756791877492,0.3700258027866347
Rwamagana,beans,0,5.25,0.417,0.157,0.092,1086.5,22.85,75.6,1257,-1.2581047487099524,0.36503830222453054,0.5376755411532874,-1.2780174283119983,1.0415040922264154,0.3105170076935447,0.07302131489923108,-1.2166754347186808
Musanze,rice,4,6.42,0.15,0.089,0.08,995.4,21.32,88.8,1770,0.6936825425535654,-1.1699256180340998,-0.48151522135628905,-1.3356169651322947,0.5287979167416149,-0.2413605394501591,1.5472290258973114,1.3430029767285734
Nyarugenge,irish_potato,2,6.14,0.164,0.071,0.317,837.6,19.04,62.8,1525,0.22658814806315042,-1.0894406184699768,-0.7513010114323534,-0.1980261129314435,-0.3592924728467659,-1.0637662959780312,-1.356513435159513,0.12054447613485555
Nyarugenge,cassava,1,5.49,0.639,0.273,0.432,734.1,23.09,78.2,1381,-0.8577381248610253,1.6413004381699088,2.276295077199036,0.3539694482630623,-0.9417852188695633,0.39708603469647796,0.3633955610049145,-0.5979617446222685
Gisagara,beans,0,6.11,0.4,0.193,0.027,992.6,23.99,80.4,1586,0.17654232008203566,0.26730651703952435,1.0772471213054162,-1.5900149194219364,0.5130396588781965,0.7217198859574794,0.6090968461712615,0.42491169465002615
Ruhango,rice,4,5.06,0.441,0.099,0.328,904.2,20.7,70.6,1731,-1.5750616592570201,0.5030125871915986,-0.33163422686958655,-0.14522653751283854,0.015528946333121274,-0.4649971925410719,-0.4853906968424659,1.1484075419401858
Bugesera,maize,3,5.31,0.231,0.101,0.268,754.7,23.85,74.8,1221,-1.1580130927477215,-0.7042624062702455,-0.301658027972246,-0.43322422161431984,-0.8258494645886972,0.6712212868724358,-0.016324606979440118,-1.3963019899079618
Nyarugenge,rice,4,6.35,0.3,0.081,0.207,928.6,19.61,76.9,1386,0.5769089439309613,-0.30758633698992544,-0.6014200169456508,-0.7260218671174926,0.15285090771434104,-0.8581648568460631,0.21820843795207356,-0.5730136119570906
Huye,cassava,1,7.2,0.284,0.107,0.34,1019.4,23.51,66.9,1615,1.9948740700625778,-0.39956919363463744,-0.2117294312802247,-0.08762700069254223,0.6638686984280606,0.5485818319516128,-0.8986155855313204,0.5696108641080581
Muhanga,rice,4,6.42,0.162,0.304,0.468,909.3,22.1,52.9,1646,0.6936825425535654,-1.1009384755505658,2.7409261601078128,0.5267680587239513,0.04423148744149049,0.03998879830937636,-2.462169218408073,0.7242892866321611
Muhanga,maize,3,6.41,0.487,0.005,0.432,886.8,19.06,89.8,1564,0.6770005998931938,0.7674633000451453,-1.740515575044589,0.3539694482630623,-0.08239737038955243,-1.0565522103944536,1.658911428245651,0.3151399109232433
Gisagara,beans,0,5.52,0.309,0.065,0.379,793.0,24.66,58.8,1504,-0.8076922968799105,-0.25584598012727494,-0.8412296081243748,0.09957149397342054,-0.6102990088140778,0.963391753007337,-1.8032430445528704,0.0157623189411083
Nyaruguru,rice,4,6.07,0.078,0.057,0.12,830.4,22.54,80.2,1567,0.1098145494405478,-1.5838484729353033,-0.9611344037137366,-1.1436185090646405,-0.3998137073526999,0.1986986811480876,0.5867603657015933,0.33010879052235004
Gisagara,rice,4,5.97,0.481,0.131,0.491,895.6,21.36,65.9,1513,-0.057004877163172575,0.7329697288033783,0.1479849554878612,0.6371671709628522,-0.032871417104521926,-0.22693236828300375,-1.0102979878796599,0.06066895773842855
Nyarugenge,beans,0,6.54,0.215,0.068,0.02,959.8,23.01,70.7,1411,0.893865854478029,-0.7962452629149576,-0.796265309778364,-1.623614649233776,0.32844292390672014,0.3682296923621673,-0.474222456607631,-0.44827294863120093
Muhanga,irish_potato,2,5.7,0.478,0.109,0.318,705.7,23.98,75.3,1557,-0.5074173289932145,0.7157229431824947,-0.18175323238288418,-0.19322615152975214,-1.101618977198524,0.7181128431656912,0.03951659419472958,0.2802125251919942
Gatsibo,maize,3,6.31,0.345,0.106,0.481,936.2,23.55,88.0,1177,0.5101811732894734,-0.04888455267667321,-0.22671753072889494,0.5891675569459387,0.195623321915049,0.5630100031187681,1.4578831040186402,-1.6158455573615274
Gicumbi,beans,0,6.94,0.664,0.073,0.5,1241.8,20.16,90.8,1808,1.5611435608929074,1.7850236516772713,-0.7213248125350129,0.6803668235780745,1.9155246087224582,-0.6597775032976728,1.7705938305939903,1.5326087849839256
Nyarugenge,cassava,1,6.39,0.671,0.06,0.673,758.3,23.38,72.6,1338,0.6436367145724492,1.8252661514593327,-0.916170105367726,1.5107601460706792,-0.8055888473357309,0.5016902756583561,-0.2620258921457871,-0.8125156855427985
Muhanga,cassava,1,6.07,0.02,0.048,0.412,1037.4,24.07,79.7,1695,0.1098145494405478,-1.917286328272384,-1.096027298751769,0.25797022022923516,0.7651717846928956,0.7505762282917914,0.5309191645274236,0.9687809867509047
Musanze,cassava,1,6.53,0.68,0.02,0.063,1228.7,22.73,88.3,1833,0.8771839118176574,1.8770065083219833,-1.5156940833145356,-1.4172163089610479,1.841798473718607,0.2672324941920774,1.4913878247231418,1.6573494483098152
Nyarugenge,cassava,1,5.88,0.325,0.028,0.876,1223.6,22.02,67.8,1450,-0.20714236110651987,-0.1638631234825629,-1.3957892877251736,2.4851523106140245,1.8130959326102365,0.011132455975064402,-0.7981014234178159,-0.2536775138428132
Huye,irish_potato,2,6.32,0.324,0.101,0.02,1248.2,22.81,77.9,1725,0.5268631159498465,-0.1696120520228574,-0.301658027972246,-1.623614649233776,1.9515434838388441,0.29608883652638807,0.329890840300413,1.1184697827419723
Kicukiro,rice,4,6.17,0.473,0.042,0.02,646.8,23.74,76.0,1365,0.2766339760442667,0.6869783004810223,-1.1859558954437903,-1.623614649233776,-1.4331051872540104,0.6315438161627567,0.11769427583856748,-0.6777957691508377
Karongi,cassava,1,6.02,0.34,0.171,0.079,585.4,21.61,80.7,1399,0.026404836138686872,-0.07762919537814539,0.747508933434671,-1.340416926533986,-1.7786612704018339,-0.136756298488281,0.642601566875763,-0.508148467027628
Muhanga,irish_potato,2,6.67,0.117,0.166,0.295,1217.7,18.54,85.3,1685,1.1107311090628642,-1.3596402598638182,0.6725684361913197,-0.3036252637686534,1.7798910321123194,-1.2441184355674768,1.1563406176781235,0.9188847214205489
Musanze,irish_potato,2,6.15,0.186,0.153,0.562,895.4,20.98,69.7,1786,0.2432700907235235,-0.9629641905834979,0.4777231433586064,0.9779644304829388,-0.03399700695190923,-0.363999994370982,-0.5859048589559704,1.4228370012571427
Nyarugenge,cassava,1,5.83,0.451,0.246,0.636,851.2,22.62,64.6,1432,-0.2905520744083793,0.5605018725945435,1.8716163920849387,1.3331615742080989,-0.2827523632244465,0.22755502348239956,-1.1554851109325024,-0.3434907914374537
Ngororero,cassava,1,5.69,0.102,0.005,0.317,717.6,23.1,68.6,1404,-0.524099271653586,-1.4458741879682355,-1.740515575044589,-0.1980261129314435,-1.0346463812789948,0.40069307748826744,-0.7087555015391447,-0.48320033436245
Karongi,irish_potato,2,6.41,0.241,0.007,0.704,756.4,22.23,67.8,1409,0.6770005998931938,-0.6467731208673007,-1.7105393761472487,1.659558949523111,-0.8162819508859077,0.08688035460263184,-0.7981014234178159,-0.4582522016972721
Ruhango,irish_potato,2,6.64,0.681,0.246,0.223,874.7,24.65,90.3,1583,1.0606852810817478,1.8827554368622779,1.8716163920849387,-0.6492224846904309,-0.15049555615646834,0.9597847102155476,1.7147526294198205,0.4099428150509194
Nyarugenge,beans,0,6.43,0.586,0.11,0.367,994.3,17.22,76.0,1398,0.710364485213937,1.3366072255343002,-0.16676513293421394,0.04197195715312422,0.522607172580986,-1.720248084083613,0.11769427583856748,-0.5131380935606635
Nyabihu,beans,0,5.72,0.347,0.088,0.669,724.0,20.73,74.5,1384,-0.47405344367247126,-0.03738669559608421,-0.4965033208049593,1.4915603004639137,-0.9986275061626094,-0.4541760641657048,-0.04982932768394162,-0.5829928650231617
Gicumbi,irish_potato,2,6.71,0.449,0.148,0.02,1139.4,26.55,84.5,1781,1.177458879704352,0.5490040155139545,0.4027826461152551,-1.623614649233776,1.3392226068602902,1.6451228406554415,1.0669946957994523,1.3978888685919648
Kicukiro,cassava,1,5.45,0.081,0.227,0.179,1068.9,22.18,74.4,1355,-0.9244658955025132,-1.5666016873144197,1.5868425025602044,-0.8604207863648506,0.9424521856563557,0.06884514064368702,-0.06099756791877492,-0.7276920344811936
Nyarugenge,irish_potato,2,6.35,0.065,0.067,0.353,706.4,26.27,81.2,1530,0.5769089439309613,-1.6585845439591318,-0.8112534092270343,-0.025227502470554816,-1.09767941273267,1.5441256424853516,0.6984427680499327,0.14549260880003348
Rwamagana,irish_potato,2,7.08,0.33,0.077,0.375,952.6,17.32,83.3,1209,1.7946907581381142,-0.1351184807810904,-0.6613724147403319,0.0803716483666551,0.28792168940078683,-1.6841776561657233,0.9329758129814447,-1.4561775083043889
Huye,cassava,1,7.23,0.361,0.128,0.486,714.3,21.83,62.7,1583,2.0449198980436942,0.0430983039680388,0.10302065714185044,0.6131673639543955,-1.0532186137608814,-0.057401357068925365,-1.3676816753943462,0.4099428150509194
Muhanga,maize,3,5.13,0.264,0.064,0.506,837.2,21.67,71.5,1599,-1.458288060634416,-0.5145477644405272,-0.856217707573045,0.7091665919882226,-0.36154365254153986,-0.1151140417375467,-0.38487653472895983,0.4897768395794887
Nyarugenge,rice,4,5.92,0.187,0.072,0.114,674.6,19.76,80.3,1483,-0.14041459046503202,-0.9572152620432034,-0.7363129119836832,-1.1724182774747887,-1.2766481984672102,-0.8040592149692287,0.5979286059364266,-0.08901983825263894
Nyarugenge,rice,4,6.51,0.364,0.156,0.065,989.0,21.17,63.7,1500,0.8438200264969127,0.060345089588922304,0.5226874417046171,-1.4076163861576652,0.49277904162522945,-0.29546618132699226,-1.2559992730460068,-0.004196187191034032
Rwamagana,beans,0,7.04,0.515,0.058,0.132,753.3,16.21,84.6,1301,1.7279629874966265,0.9284332991733912,-0.9461463042650663,-1.0860189722443443,-0.8337285935204071,-2.0845594060542925,1.0781629360342857,-0.9971318672651152
Muhanga,irish_potato,2,5.54,0.393,0.149,0.722,550.1,24.95,72.2,1616,-0.7743284115591659,0.22706401725746284,0.41777074556392535,1.7459582547535553,-1.9773278784656476,1.0679959939692152,-0.3066988530851219,0.5746004906410936
Rusizi,rice,4,6.26,0.383,0.238,0.71,863.6,20.38,74.6,1365,0.426771459987614,0.16957473185451782,1.7517115964955767,1.6883587179332589,-0.21296579268644963,-0.5804225618783172,-0.03866108744910831,-0.6777957691508377
Musanze,cassava,1,5.36,0.262,0.161,0.492,1099.4,30.0,61.1,1681,-1.0746033794458605,-0.5260456215211161,0.5976279389479684,0.6419671323645436,1.1141046373828807,2.889552603822615,-1.5463735191516894,0.8989262152884065
Nyaruguru,rice,4,6.15,0.46,0.043,0.13,887.0,22.12,83.1,1608,0.2432700907235235,0.6122422294571941,-1.1709677959951201,-1.095618895047727,-0.08127178054216513,0.047202883892954024,0.9106393325117765,0.534683478376809
Bugesera,irish_potato,2,5.99,0.02,0.194,0.408,963.2,19.92,82.0,1201,-0.02364099184242791,-1.917286328272384,1.0922352207540864,0.2387703746224697,0.3475779513123005,-0.746346530300606,0.7877886899286038,-1.4960945205686735
Muhanga,beans,0,5.28,0.344,0.215,0.613,913.1,22.92,83.4,1617,-1.2080589207288361,-0.05463348121696771,1.4069853091761613,1.2227624619691977,0.0656176945418448,0.33576630723606715,0.9441440532162797,0.5795901171741292
Nyarugenge,irish_potato,2,5.43,0.602,0.105,0.471,888.4,17.81,59.6,1512,-0.9578297808232579,1.4285900821790123,-0.24170563017756522,0.541167942929025,-0.07339265161045593,-1.5074325593680673,-1.7138971226741986,0.055679331205392965
Gatsibo,irish_potato,2,5.67,0.42,0.243,0.02,729.9,25.51,66.4,1098,-0.5574631569743307,0.38228508784541404,1.8266520937389281,-1.623614649233776,-0.9654226056646916,1.269990390309395,-0.9544567867054901,-2.0100260534713383
Muhanga,irish_potato,2,6.85,0.391,0.125,0.376,754.2,26.5,66.5,1653,1.4110060769495587,0.21556616017687383,0.058056358795839674,0.08517160976834645,-0.8286634392071649,1.6270876266964966,-0.9432885464706569,0.7592166723634102
Gicumbi,irish_potato,2,6.16,0.462,0.078,0.413,972.4,23.3,81.5,1760,0.2599520333838951,0.623740086537783,-0.6463843152916616,0.26277018163092647,0.3993550842921043,0.4728339333240454,0.7319474887544342,1.2931067113982175
Ngororero,cassava,1,6.94,0.559,0.068,0.033,646.7,20.82,71.5,1445,1.5611435608929074,1.1813861549463494,-0.796265309778364,-1.5612151510117886,-1.4336679821777032,-0.42171267903960463,-0.38487653472895983,-0.2786256465079911
Gisagara,irish_potato,2,6.27,0.349,0.205,0.201,791.3,20.53,75.0,1493,0.4434534026479856,-0.025888838515495206,1.2571043146894587,-0.7548216355276407,-0.6198665225168679,-0.5263169200014828,0.006011873490228081,-0.03912357292228311
Nyarugenge,cassava,1,6.72,0.31,0.118,0.351,475.2,22.65,76.1,1351,1.1941408223647236,-0.2500970515869804,-0.04686033734485211,-0.034827425273937535,-2.3988612763120973,0.23837615185776542,0.1288625160734008,-0.7476505406133359
Gisagara,irish_potato,2,5.56,0.472,0.1,0.275,1064.4,25.02,77.0,1584,-0.7409645262384227,0.6812293719407277,-0.31664612742091625,-0.39962449180248033,0.9171264140901472,1.0932452935117376,0.22937667818690688,0.414932441583955
Nyarugenge,maize,3,5.7,0.181,0.099,0.507,663.1,24.71,59.7,1464,-0.5074173289932145,-0.9917088332849704,-0.33163422686958655,0.713966553389914,-1.3413696146919656,0.9814269669662818,-1.7027288824393645,-0.18382274238031504
Burera,cassava,1,5.75,0.294,0.224,0.02,966.4,28.46,72.4,1702,-0.42400761569135503,-0.34207990823169243,1.5418782042141936,-1.623614649233776,0.3655873888704929,2.3340680138871233,-0.2843623726154537,1.0037083724821538
Rubavu,irish_potato,2,5.9,0.289,0.242,0.367,715.2,23.61,82.7,1278,-0.1737784757857752,-0.3708245509331649,1.8116639942902577,0.04197195715312422,-1.0481534594476394,0.5846522598695012,0.8659663715724417,-1.1118932775249335
Nyarugenge,maize,3,6.55,0.144,0.149,0.529,1175.9,21.45,64.1,1513,0.9105477971384005,-1.2044191892758667,0.41777074556392535,0.8195657042271239,1.5446427540084264,-0.1944689831569036,-1.211326312106672,0.06066895773842855
Muhanga,cassava,1,4.77,0.206,0.092,0.177,786.1,19.32,68.0,1737,-2.0588379964078065,-0.847985619777608,-0.4365509230102783,-0.8700207091682333,-0.6491318585489309,-0.9627690978079413,-0.7757649429481477,1.1783453011383993
Nyarugenge,cassava,1,5.67,0.063,0.15,0.237,865.1,17.38,78.7,1403,-0.5574631569743307,-1.6700824010397208,0.4327588450125956,-0.582023025066752,-0.20452386883104678,-1.6625353994149903,0.4192367621790842,-0.4881899608954856
Gicumbi,cassava,1,5.87,0.542,0.074,0.315,902.8,23.22,77.3,1920,-0.22382430376689147,1.0836543697613428,-0.7063367130863427,-0.20762603573482621,0.0076498174014114255,0.44397759098973344,0.2628813988914084,2.091446956683911
Gakenke,cassava,1,6.21,0.758,0.212,0.428,1088.1,15.68,74.4,1882,0.34336174668575453,2.3254229344649535,1.3620210108301505,0.3347696026562969,1.0505088110055114,-2.275732674019105,-0.06099756791877492,1.9018411484285587
Nyarugenge,irish_potato,2,5.9,0.724,0.069,0.297,786.5,20.95,70.0,1466,-0.1737784757857752,2.129959364094941,-0.7812772103296938,-0.29402534096527067,-0.6468806788541569,-0.37482112274634916,-0.5524001382514689,-0.17384348931424387
